FECHA,TOTAL SAT
2020-01-01,309.02
2020-01-01,2984.1
2020-01-01,943.44
2020-01-01,84.79
2020-01-01,0.0
2020-01-01,574.2
2020-01-01,-696.0
2020-01-01,0.0
2020-01-01,1390.0
2020-01-01,2668.0
2020-01-01,264.75
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,336.12
2020-01-01,2046.24
2020-01-01,6182.01
2020-01-01,398.99
2020-01-01,319.29
2020-01-01,140.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,1396.84
2020-01-01,250.0
2020-01-01,0.0
2020-01-01,1300.23
2020-01-01,900.03
2020-01-01,1418.91
2020-01-01,1531.2
2020-01-01,0.0
2020-01-01,3596.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,365.0
2020-01-01,0.0
2020-01-01,400.0
2020-01-01,876.33
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,539.0
2020-01-01,168.0
2020-01-01,600.0
2020-01-01,500.0
2020-01-01,100.0
2020-01-01,100.0
2020-01-01,277.7
2020-01-01,3790.88
2020-01-01,4231.68
2020-01-01,3044.49
2020-01-01,2151.8
2020-01-01,7145.6
2020-01-01,2958.0
2020-01-01,185.6
2020-01-01,793.44
2020-01-01,793.44
2020-01-01,112.83
2020-01-01,32.18
2020-01-01,2273.74
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,2258.52
2020-01-01,7292.34
2020-01-01,1710.42
2020-01-01,1997.61
2020-01-01,6667.34
2020-01-01,5684.0
2020-01-01,2335.63
2020-01-01,87.99
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,528.96
2020-01-01,2688.67
2020-01-01,0.0
2020-01-01,140.0
2020-01-01,843.0
2020-01-01,269.0
2020-01-01,54.17
2020-01-01,3962.61
2020-01-01,200.0
2020-01-01,186.76
2020-01-01,5982.12
2020-01-01,0.0
2020-01-01,2610.0
2020-01-01,0.0
2020-01-01,398.99
2020-01-01,0.0
2020-01-01,2583.75
2020-01-01,1597.32
2020-01-01,1067.99
2020-01-01,2289.01
2020-01-01,435.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,99.9
2020-01-01,0.0
2020-01-01,733.82
2020-01-01,2630.88
2020-01-01,115.0
2020-01-01,1183.2
2020-01-01,794.17
2020-01-01,1117.38
2020-01-01,2084.0
2020-01-01,0.0
2020-01-01,991.8
2020-01-01,532.64
2020-01-01,3596.0
2020-01-01,22.0
2020-01-01,22.0
2020-01-01,165.95
2020-01-01,305.34
2020-01-01,0.0
2020-01-01,3549.6
2020-01-01,857.3
2020-01-01,324.0
2020-01-01,0.0
2020-01-01,1113.6
2020-01-01,52.7
2020-01-01,1508.0
2020-01-01,29.0
2020-01-01,100.0
2020-01-01,0.0
2020-01-01,494.16
2020-01-01,980.05
2020-01-01,96.51
2020-01-01,2365.47
2020-01-01,1501.04
2020-01-01,0.0
2020-01-01,105.0
2020-01-01,2024.32
2020-01-01,2699.09
2020-01-01,200.0
2020-01-01,3981.45
2020-01-01,3950.85
2020-01-01,194.0
2020-01-01,2057.54
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,125.87
2020-01-01,1856.0
2020-01-01,4151.99
2020-01-01,478.99
2020-01-01,0.0
2020-01-01,1944.45
2020-01-01,810.26
2020-01-01,0.0
2020-01-01,1024.51
2020-01-01,282.34
2020-01-01,937.28
2020-01-01,511.42
2020-01-01,1276.0
2020-01-01,6925.34
2020-01-01,1953.95
2020-01-01,1000.0
2020-01-01,0.0
2020-01-01,121.8
2020-01-01,0.0
2020-01-01,5800.0
2020-01-01,2402.07
2020-01-01,178.27
2020-01-01,7684.94
2020-01-01,32.94
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,1241.2
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,600.0
2020-01-01,0.0
2020-01-01,43.93
2020-01-01,2850.12
2020-01-01,1000.17
2020-01-01,240.12
2020-01-01,130.5
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,0.0
2020-01-01,105.0
2020-02-01,568.4
2020-02-01,226.2
2020-02-01,1169.15
2020-02-01,-1558.71
2020-02-01,-249.39
2020-02-01,6199.92
2020-02-01,5976.52
2020-02-01,4257.75
2020-02-01,3401.7
2020-02-01,152.99
2020-02-01,4902.33
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,3946.25
2020-02-01,860.96
2020-02-01,2981.03
2020-02-01,792.06
2020-02-01,4872.0
2020-02-01,2389.77
2020-02-01,8102.6
2020-02-01,678.6
2020-02-01,1450.0
2020-02-01,475.6
2020-02-01,0.0
2020-02-01,7492.44
2020-02-01,2208.64
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,475.6
2020-02-01,1218.0
2020-02-01,3952.51
2020-02-01,530.12
2020-02-01,81.03
2020-02-01,115.57
2020-02-01,790.0
2020-02-01,780.0
2020-02-01,1866.21
2020-02-01,162.4
2020-02-01,2081.04
2020-02-01,1392.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,6676.05
2020-02-01,1845.93
2020-02-01,-3224.22
2020-02-01,5498.4
2020-02-01,174.0
2020-02-01,5574.68
2020-02-01,178.46
2020-02-01,225.04
2020-02-01,100.0
2020-02-01,0.0
2020-02-01,22.0
2020-02-01,22.0
2020-02-01,538.24
2020-02-01,266.8
2020-02-01,3161.87
2020-02-01,1321.38
2020-02-01,485.24
2020-02-01,1241.2
2020-02-01,538.24
2020-02-01,1073.0
2020-02-01,1502.66
2020-02-01,4408.0
2020-02-01,3194.18
2020-02-01,100.0
2020-02-01,883.76
2020-02-01,3522.22
2020-02-01,1392.0
2020-02-01,2387.28
2020-02-01,134.0
2020-02-01,70.0
2020-02-01,2320.48
2020-02-01,899.0
2020-02-01,798.99
2020-02-01,798.99
2020-02-01,798.99
2020-02-01,417.6
2020-02-01,313.2
2020-02-01,2267.8
2020-02-01,1149.6
2020-02-01,2204.0
2020-02-01,-68.4
2020-02-01,-1149.6
2020-02-01,1199.9
2020-02-01,469.8
2020-02-01,2947.35
2020-02-01,650.01
2020-02-01,0.0
2020-02-01,168.2
2020-02-01,173.24
2020-02-01,125.28
2020-02-01,150.0
2020-02-01,0.0
2020-02-01,730.0
2020-02-01,920.01
2020-02-01,522.0
2020-02-01,104.4
2020-02-01,1981.06
2020-02-01,150.8
2020-02-01,0.0
2020-02-01,2704.89
2020-02-01,3813.33
2020-02-01,132.24
2020-02-01,2830.4
2020-02-01,1800.85
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,2828.08
2020-02-01,0.0
2020-02-01,70.0
2020-02-01,480.1
2020-02-01,72.0
2020-02-01,131.97
2020-02-01,500.0
2020-02-01,2176.79
2020-02-01,4724.97
2020-02-01,250.0
2020-02-01,44.41
2020-02-01,384.89
2020-02-01,5498.4
2020-02-01,59.58
2020-02-01,4640.0
2020-02-01,1286.81
2020-02-01,815.02
2020-02-01,366.94
2020-02-01,236.57
2020-02-01,794.31
2020-02-01,516.2
2020-02-01,8182.07
2020-02-01,874.2
2020-02-01,1259.83
2020-02-01,3410.4
2020-02-01,0.0
2020-02-01,-522.0
2020-02-01,210.0
2020-02-01,55.0
2020-02-01,3691.7
2020-02-01,267.0
2020-02-01,100.0
2020-02-01,22.48
2020-02-01,75.95
2020-02-01,243.6
2020-02-01,22.0
2020-02-01,4263.0
2020-02-01,70.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,313.42
2020-02-01,398.99
2020-02-01,0.0
2020-02-01,100.0
2020-02-01,2120.7
2020-02-01,86.74
2020-02-01,936.12
2020-02-01,2871.0
2020-02-01,3695.76
2020-02-01,895.52
2020-02-01,3737.61
2020-02-01,6322.48
2020-02-01,6567.13
2020-02-01,6330.75
2020-02-01,1936.04
2020-02-01,0.0
2020-02-01,4888.24
2020-02-01,630.11
2020-02-01,6612.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,4604.04
2020-02-01,7905.4
2020-02-01,101.86
2020-02-01,632.2
2020-02-01,25.62
2020-02-01,2204.0
2020-02-01,346.09
2020-02-01,3656.32
2020-02-01,1828.16
2020-02-01,1624.0
2020-02-01,1409.4
2020-02-01,612.04
2020-02-01,923.36
2020-02-01,1617.35
2020-02-01,681.0
2020-02-01,6606.78
2020-02-01,1906.6
2020-02-01,0.0
2020-02-01,7493.59
2020-02-01,391.5
2020-02-01,3557.15
2020-02-01,177.78
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,921.68
2020-02-01,7258.13
2020-02-01,0.0
2020-02-01,1382.7
2020-02-01,118.61
2020-02-01,5223.13
2020-02-01,2119.84
2020-02-01,174.0
2020-02-01,160.08
2020-02-01,3492.18
2020-02-01,1172.76
2020-02-01,0.0
2020-02-01,781.38
2020-02-01,359.6
2020-02-01,2784.0
2020-02-01,1508.0
2020-02-01,580.0
2020-02-01,0.0
2020-02-01,1300.15
2020-02-01,28.94
2020-02-01,1818.88
2020-02-01,359.79
2020-02-01,1151.81
2020-02-01,1014.19
2020-02-01,0.0
2020-02-01,2494.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,398.99
2020-02-01,0.0
2020-02-01,820.0
2020-02-01,1378.08
2020-02-01,0.0
2020-02-01,269.79
2020-02-01,0.0
2020-02-01,116.26
2020-02-01,0.0
2020-02-01,517.94
2020-02-01,0.0
2020-02-01,417.6
2020-02-01,1133.69
2020-02-01,0.0
2020-02-01,621.44
2020-02-01,3699.24
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,296.96
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,70.0
2020-02-01,0.0
2020-02-01,348.0
2020-02-01,100.0
2020-02-01,580.0
2020-02-01,363.2
2020-02-01,500.0
2020-02-01,3549.6
2020-02-01,719.2
2020-02-01,2039.28
2020-02-01,2237.64
2020-02-01,2925.06
2020-02-01,99.0
2020-02-01,330.37
2020-02-01,0.0
2020-02-01,0.0
2020-02-01,3712.0
2020-02-01,4151.99
2020-02-01,0.0
2020-02-01,2066.75
2020-02-01,2289.01
2020-02-01,275.0
2020-02-01,1346.64
2020-02-01,893.2
2020-02-01,121.57
2020-02-01,7258.07
2020-02-01,100.0
2020-02-01,560.28
2020-02-01,0.0
2020-02-01,1974.76
2020-02-01,829.33
2020-02-01,279.0
2020-02-01,748.2
2020-02-01,1891.55
2020-02-01,140.0
2020-02-01,95.0
2020-02-01,4685.0
2020-02-01,827.0
2020-02-01,3111.99
2020-02-01,240.12
2020-02-01,1034.67
2020-02-01,568.4
2020-02-01,243.6
2020-02-01,4709.4
2020-02-01,105.0
2020-02-01,0.0
2020-02-01,0.0
2020-03-01,2100.06
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,8218.6
2020-03-01,847.59
2020-03-01,0.0
2020-03-01,580.0
2020-03-01,0.0
2020-03-01,3323.4
2020-03-01,2371.04
2020-03-01,571.37
2020-03-01,676.72
2020-03-01,0.0
2020-03-01,2119.84
2020-03-01,4872.0
2020-03-01,0.0
2020-03-01,487.2
2020-03-01,615.26
2020-03-01,1264.4
2020-03-01,4575.62
2020-03-01,208.8
2020-03-01,281.0
2020-03-01,1451.16
2020-03-01,33.64
2020-03-01,2985.84
2020-03-01,0.0
2020-03-01,360.0
2020-03-01,1624.0
2020-03-01,303.34
2020-03-01,8102.6
2020-03-01,3149.98
2020-03-01,155.0
2020-03-01,575.48
2020-03-01,0.0
2020-03-01,6199.92
2020-03-01,5976.52
2020-03-01,6914.75
2020-03-01,144.0
2020-03-01,7348.0
2020-03-01,147.0
2020-03-01,0.0
2020-03-01,870.01
2020-03-01,118.88
2020-03-01,1486.75
2020-03-01,8120.0
2020-03-01,704.12
2020-03-01,0.0
2020-03-01,997.6
2020-03-01,1981.06
2020-03-01,135.78
2020-03-01,1233.66
2020-03-01,5637.6
2020-03-01,67.0
2020-03-01,1669.47
2020-03-01,371.2
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,590.7
2020-03-01,314.0
2020-03-01,310.06
2020-03-01,0.0
2020-03-01,2554.32
2020-03-01,899.0
2020-03-01,798.99
2020-03-01,798.99
2020-03-01,798.99
2020-03-01,2163.53
2020-03-01,2998.6
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,93.5
2020-03-01,2941.76
2020-03-01,3540.32
2020-03-01,600.0
2020-03-01,1778.28
2020-03-01,461.0
2020-03-01,452.4
2020-03-01,81.11
2020-03-01,1050.0
2020-03-01,1321.38
2020-03-01,175.0
2020-03-01,1241.2
2020-03-01,236.57
2020-03-01,1300.0
2020-03-01,4130.95
2020-03-01,0.0
2020-03-01,1809.6
2020-03-01,4640.0
2020-03-01,2050.94
2020-03-01,125.41
2020-03-01,465.0
2020-03-01,891.82
2020-03-01,1409.4
2020-03-01,2839.68
2020-03-01,6131.76
2020-03-01,0.0
2020-03-01,178.0
2020-03-01,375.67
2020-03-01,4904.48
2020-03-01,3161.7
2020-03-01,7905.4
2020-03-01,311.6
2020-03-01,580.0
2020-03-01,4269.96
2020-03-01,2728.32
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,1906.67
2020-03-01,7258.03
2020-03-01,473.0
2020-03-01,320.74
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,214.99
2020-03-01,205.72
2020-03-01,854.92
2020-03-01,0.0
2020-03-01,423.17
2020-03-01,983.33
2020-03-01,3155.78
2020-03-01,5052.96
2020-03-01,2606.52
2020-03-01,1512.64
2020-03-01,1131.0
2020-03-01,5684.0
2020-03-01,5928.59
2020-03-01,179.0
2020-03-01,200.0
2020-03-01,42.92
2020-03-01,945.31
2020-03-01,700.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,479.91
2020-03-01,107.31
2020-03-01,2876.8
2020-03-01,4849.2
2020-03-01,2943.5
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,104.11
2020-03-01,649.6
2020-03-01,2826.46
2020-03-01,309.35
2020-03-01,398.99
2020-03-01,6348.0
2020-03-01,175.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,705.7
2020-03-01,1044.0
2020-03-01,0.0
2020-03-01,5626.35
2020-03-01,3540.32
2020-03-01,1624.0
2020-03-01,247.52
2020-03-01,2951.04
2020-03-01,2088.0
2020-03-01,395.56
2020-03-01,2540.69
2020-03-01,0.0
2020-03-01,1701.72
2020-03-01,2706.28
2020-03-01,406.0
2020-03-01,1512.64
2020-03-01,754.0
2020-03-01,1160.0
2020-03-01,0.0
2020-03-01,340.28
2020-03-01,22.0
2020-03-01,2505.6
2020-03-01,7258.05
2020-03-01,0.0
2020-03-01,8087.13
2020-03-01,1789.62
2020-03-01,3567.87
2020-03-01,273.16
2020-03-01,107.31
2020-03-01,7864.8
2020-03-01,6107.63
2020-03-01,1327.04
2020-03-01,187.92
2020-03-01,1502.66
2020-03-01,2784.0
2020-03-01,245.0
2020-03-01,398.99
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,4910.28
2020-03-01,5199.12
2020-03-01,0.0
2020-03-01,2523.42
2020-03-01,1387.89
2020-03-01,471.79
2020-03-01,18.56
2020-03-01,18.56
2020-03-01,0.0
2020-03-01,1529.51
2020-03-01,2030.0
2020-03-01,290.0
2020-03-01,620.6
2020-03-01,1533.52
2020-03-01,1392.0
2020-03-01,1249.32
2020-03-01,49.9
2020-03-01,2088.0
2020-03-01,254.06
2020-03-01,157.48
2020-03-01,684.4
2020-03-01,2020.72
2020-03-01,0.0
2020-03-01,843.32
2020-03-01,0.0
2020-03-01,210.21
2020-03-01,882.06
2020-03-01,511.0
2020-03-01,70.0
2020-03-01,552.16
2020-03-01,70.85
2020-03-01,4790.8
2020-03-01,4151.99
2020-03-01,3164.48
2020-03-01,943.63
2020-03-01,1142.63
2020-03-01,600.0
2020-03-01,2066.75
2020-03-01,2289.01
2020-03-01,0.0
2020-03-01,1972.93
2020-03-01,7653.93
2020-03-01,2373.51
2020-03-01,1912.9
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,18.53
2020-03-01,239.04
2020-03-01,1113.6
2020-03-01,487.0
2020-03-01,334.0
2020-03-01,70.0
2020-03-01,352.32
2020-03-01,942.5
2020-03-01,0.0
2020-03-01,571.0
2020-03-01,193.44
2020-03-01,4685.0
2020-03-01,0.0
2020-03-01,2655.07
2020-03-01,950.6
2020-03-01,469.8
2020-03-01,4962.48
2020-03-01,4766.5
2020-03-01,4766.5
2020-03-01,0.0
2020-03-01,278.24
2020-03-01,2262.0
2020-03-01,0.0
2020-03-01,105.0
2020-03-01,64.83
2020-04-01,0.0
2020-04-01,150.8
2020-04-01,1735.01
2020-04-01,7198.82
2020-04-01,7258.06
2020-04-01,1287.6
2020-04-01,306.96
2020-04-01,399.63
2020-04-01,4872.0
2020-04-01,2606.52
2020-04-01,113.05
2020-04-01,0.0
2020-04-01,510.01
2020-04-01,568.4
2020-04-01,226.2
2020-04-01,6977.05
2020-04-01,5220.0
2020-04-01,168.0
2020-04-01,1214.32
2020-04-01,18.32
2020-04-01,754.0
2020-04-01,3456.0
2020-04-01,860.72
2020-04-01,4141.2
2020-04-01,3.55
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,691.36
2020-04-01,899.0
2020-04-01,798.99
2020-04-01,798.99
2020-04-01,798.99
2020-04-01,6199.92
2020-04-01,5976.52
2020-04-01,6348.0
2020-04-01,0.0
2020-04-01,4766.5
2020-04-01,0.0
2020-04-01,236.57
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,3535.68
2020-04-01,1321.38
2020-04-01,975.0
2020-04-01,260.5
2020-04-01,613.9
2020-04-01,4640.0
2020-04-01,514.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,736.65
2020-04-01,0.0
2020-04-01,200.22
2020-04-01,398.99
2020-04-01,344.03
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,232.0
2020-04-01,1798.0
2020-04-01,2685.4
2020-04-01,0.0
2020-04-01,1467.63
2020-04-01,7258.06
2020-04-01,5425.83
2020-04-01,2.9
2020-04-01,0.0
2020-04-01,1906.67
2020-04-01,1143.88
2020-04-01,5080.8
2020-04-01,2226.75
2020-04-01,1671.27
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,3071.1
2020-04-01,6709.29
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,1666.92
2020-04-01,2753.84
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,1552.0
2020-04-01,553.01
2020-04-01,3719.7
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,3190.0
2020-04-01,7770.84
2020-04-01,67.33
2020-04-01,979.02
2020-04-01,981.36
2020-04-01,0.0
2020-04-01,113.04
2020-04-01,5799.89
2020-04-01,2738.13
2020-04-01,382.81
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,124.27
2020-04-01,202.8
2020-04-01,0.0
2020-04-01,413.54
2020-04-01,5265.94
2020-04-01,7258.06
2020-04-01,184.5
2020-04-01,0.0
2020-04-01,3480.0
2020-04-01,1648.09
2020-04-01,945.42
2020-04-01,945.42
2020-04-01,398.99
2020-04-01,3301.77
2020-04-01,2917.6
2020-04-01,0.0
2020-04-01,690.11
2020-04-01,7731.86
2020-04-01,7166.71
2020-04-01,1160.0
2020-04-01,0.0
2020-04-01,2289.01
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,2066.75
2020-04-01,625.24
2020-04-01,11.48
2020-04-01,67.35
2020-04-01,0.0
2020-04-01,6914.51
2020-04-01,290.0
2020-04-01,55.29
2020-04-01,950.11
2020-04-01,0.0
2020-04-01,105.0
2020-04-01,4918.4
2020-04-01,2349.99
2020-04-01,1669.0
2020-04-01,4685.0
2020-04-01,279.0
2020-04-01,0.0
2020-04-01,5000.0
2020-04-01,4790.8
2020-04-01,0.0
2020-04-01,1098.27
2020-04-01,0.0
2020-04-01,232.0
2020-04-01,2965.71
2020-04-01,22.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,4100.0
2020-05-01,568.4
2020-05-01,330.6
2020-05-01,269.8
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,6199.92
2020-05-01,5976.52
2020-05-01,39.7
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,798.99
2020-05-01,899.0
2020-05-01,798.99
2020-05-01,798.99
2020-05-01,5000.01
2020-05-01,2247.27
2020-05-01,2998.6
2020-05-01,4389.02
2020-05-01,3348.0
2020-05-01,157.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,195.99
2020-05-01,2750.36
2020-05-01,0.0
2020-05-01,1321.38
2020-05-01,80.16
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,1160.0
2020-05-01,113.77
2020-05-01,18.65
2020-05-01,1432.3
2020-05-01,236.57
2020-05-01,3550.59
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,395.68
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,-2070.1
2020-05-01,-1178.57
2020-05-01,86.0
2020-05-01,733.68
2020-05-01,396.72
2020-05-01,495.0
2020-05-01,274.48
2020-05-01,2796.76
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,5406.39
2020-05-01,-1170.55
2020-05-01,1178.57
2020-05-01,5307.41
2020-05-01,1276.0
2020-05-01,1044.0
2020-05-01,4640.0
2020-05-01,253.14
2020-05-01,202.8
2020-05-01,3357.12
2020-05-01,1680.65
2020-05-01,240.11
2020-05-01,398.99
2020-05-01,0.0
2020-05-01,2731.22
2020-05-01,3763.8
2020-05-01,0.0
2020-05-01,79.09
2020-05-01,696.0
2020-05-01,0.0
2020-05-01,880.9
2020-05-01,4311.6
2020-05-01,173.7
2020-05-01,3596.0
2020-05-01,1856.0
2020-05-01,0.0
2020-05-01,2227.56
2020-05-01,2856.41
2020-05-01,226.32
2020-05-01,951.2
2020-05-01,1062.57
2020-05-01,3336.55
2020-05-01,1189.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,7.99
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,7468.92
2020-05-01,1999.0
2020-05-01,210.0
2020-05-01,405.42
2020-05-01,13.35
2020-05-01,3700.7
2020-05-01,0.0
2020-05-01,2218.07
2020-05-01,323.98
2020-05-01,22.0
2020-05-01,305.34
2020-05-01,1276.0
2020-05-01,69.0
2020-05-01,94.06
2020-05-01,398.99
2020-05-01,1085.76
2020-05-01,0.0
2020-05-01,2066.75
2020-05-01,2289.01
2020-05-01,0.0
2020-05-01,51.89
2020-05-01,419.0
2020-05-01,132.26
2020-05-01,4448.82
2020-05-01,1044.64
2020-05-01,2861.52
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,217.2
2020-05-01,3434.76
2020-05-01,905.96
2020-05-01,205.0
2020-05-01,3348.0
2020-05-01,1583.0
2020-05-01,1264.0
2020-05-01,113.0
2020-05-01,113.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,150.0
2020-05-01,303.02
2020-05-01,614.6
2020-05-01,3700.7
2020-05-01,64.0
2020-05-01,691.0
2020-05-01,17.9
2020-05-01,648.82
2020-05-01,219.59
2020-05-01,2372.57
2020-05-01,0.0
2020-05-01,748.22
2020-05-01,100.84
2020-05-01,107.31
2020-05-01,2000.0
2020-05-01,4510.08
2020-05-01,91.94
2020-05-01,4685.0
2020-05-01,192.08
2020-05-01,1350.01
2020-05-01,1900.0
2020-05-01,568.4
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,6500.0
2020-06-01,1392.0
2020-06-01,1953.95
2020-06-01,1720.91
2020-06-01,1975.1
2020-06-01,0.0
2020-06-01,1115.18
2020-06-01,116.0
2020-06-01,302.86
2020-06-01,998.76
2020-06-01,348.0
2020-06-01,0.0
2020-06-01,3336.55
2020-06-01,1450.0
2020-06-01,202.8
2020-06-01,43.5
2020-06-01,6264.0
2020-06-01,338.08
2020-06-01,338.08
2020-06-01,175.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,18.14
2020-06-01,4593.6
2020-06-01,3410.4
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,0.0
2020-06-01,5202.6
2020-06-01,3416.1
2020-06-01,925.95
2020-06-01,0.0
2020-06-01,1840.99
2020-06-01,141.4
2020-06-01,550.68
2020-06-01,500.0
2020-06-01,66.61
2020-06-01,782.25
2020-06-01,35.0
2020-06-01,1931.15
2020-06-01,2446.72
2020-06-01,549.01
2020-06-01,241.87
2020-06-01,899.0
2020-06-01,2998.6
2020-06-01,696.0
2020-06-01,1360.8
2020-06-01,235.0
2020-06-01,3833.0
2020-06-01,3348.0
2020-06-01,5359.2
2020-06-01,275.92
2020-06-01,42.66
2020-06-01,0.0
